Southern Sun,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,%,67
Southern Sun,Consumer Cyclical,South Africa,Africa,Board diversity,Black board members,%,67
Southern Sun,Consumer Cyclical,South Africa,Africa,Board diversity,White board members,%,33
Spear REIT,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,9
Spear REIT,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Spear REIT,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,7
Spear REIT,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Spear REIT,Real Estate,South Africa,Africa,Board diversity,Black board members,%,44.44
Spear REIT,Real Estate,South Africa,Africa,Board diversity,Female board members,%,11.11
Stadio Holdings,Consumer Defensive,South Africa,Africa,Tax transparency,Tax paid,Rand,236958000
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,12
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,%,33
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,%,22
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,%,45
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board tenure,<1 year,%,11
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board tenure,2 - 3 years,%,11
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board tenure,4 - 5 years,%,45
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board tenure,5+ years,%,33
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,%,67
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,%,33
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,%,44
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,White board members,%,56
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Board members below 45 years,%,22
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 45 - 55 years,%,22
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Board members below 60 years,%,34
Stadio Holdings,Consumer Defensive,South Africa,Africa,Board diversity,Board members over 60 years,%,22
SBN Holdings Limited,Financial Services,South Africa,Africa,Tax transparency,Tax paid,N$million,263.7
Stefanutti Stocks,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Stefanutti Stocks,Industrials,South Africa,Africa,Tax transparency,Tax paid,Rmillion,36.3
Sun International,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,10
Sun International,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Sun International,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,8
Sun International,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
Sun International,Consumer Cyclical,South Africa,Africa,Board composition,Non-Independent non-executive directors,Number,4
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Board members between 30 - 40 years,Number,1
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Board members between 41 - 50 years,Number,1
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Board members between 51 - 60 years,Number,5
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Board members between 61 - 70 years,Number,3
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Average age,Years,55
Sun International,Consumer Cyclical,South Africa,Africa,Board tenure,0 - 4 years,Number,4
Sun International,Consumer Cyclical,South Africa,Africa,Board tenure,5 - 8 years,Number,5
Sun International,Consumer Cyclical,South Africa,Africa,Board tenure,9+ years,Number,1
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,Number,6
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,Number,4
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,ACI board members,Number,6
Sun International,Consumer Cyclical,South Africa,Africa,Board diversity,Black board members,Number,4
Sun International,Consumer Cyclical,South Africa,Africa,Board meeting,Board meeting attendance,%,90
Sun International,Consumer Cyclical,South Africa,Africa,Tax transparency,Tax paid,Rmillion,1546
Super Group,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Sygnia,Financial Services,South Africa,Africa,Board diversity,Female board members,%,25
Sygnia,Financial Services,South Africa,Africa,Board diversity,African board members,%,50
Sygnia,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Tadvest,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,6
Tadvest,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2
Tadvest,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2
Tadvest,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2
Tadvest,Financial ServicesBoard diversity,Female board members,Number,1
Tadvest,Financial Services,South Africa,Africa,Board diversity,Male board members,Number,5
TeleMasters,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,7
TeleMasters,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,2
TeleMasters,Communication Services,South Africa,Africa,Board composition,Non-executive directors,Number,5
TeleMasters,Communication Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Telkom,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Telkom,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,15
Telkom,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,15
Telkom,Communication Services,South Africa,Africa,Board diversity,Average age,Years,58
Telkom,Communication Services,South Africa,Africa,Board diversity,Female board members,Number,5
Telkom,Communication Services,South Africa,Africa,Board diversity,Male board members,Number,10
Telkom,Communication Services,South Africa,Africa,Board diversity,Indian board members,Number,1
Telkom,Communication Services,South Africa,Africa,Board diversity,White board members,Number,3
Telkom,Communication Services,South Africa,Africa,Board diversity,African board members,Number,10
Telkom,Communication Services,South Africa,Africa,Board diversity,Asian board members,Number,1
Telkom,Communication Services,South Africa,Africa,Board tenure,<1 year,Number,7
Telkom,Communication Services,South Africa,Africa,Board tenure,1 - 3 years,Number,3
Telkom,Communication Services,South Africa,Africa,Board tenure,3 - 6 years,Number,4
Telkom,Communication Services,South Africa,Africa,Board tenure,6 - 9 years,Number,0
Telkom,Communication Services,South Africa,Africa,Board tenure,9+ years,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Texton Property Fund,Real Estate,South Africa,Africa,Tax transparency,Tax paid,Rmillion,2.67
Texton Property Fund,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,7
Texton Property Fund,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2
Texton Property Fund,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Male board members,Number,6
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Female board members,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,ACI board members,Number,2
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,White board members,Number,5
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Board members between 30 - 39 years,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Board members between 40 - 49 years,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Board members between 50 - 59 years,Number,3
Texton Property Fund,Real Estate,South Africa,Africa,Board diversity,Board members between 60 - 69 years,Number,2
Texton Property Fund,Real Estate,South Africa,Africa,Board tenure,0 - 1 year,Number,0
Texton Property Fund,Real Estate,South Africa,Africa,Board tenure,1 - 2 years,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Board tenure,2 - 4 years,Number,2
Texton Property Fund,Real Estate,South Africa,Africa,Board tenure,5 - 9 years,Number,3
Texton Property Fund,Real Estate,South Africa,Africa,Board tenure,9+ years,Number,1
Texton Property Fund,Real Estate,South Africa,Africa,Tax transparency,Tax paid,Rmillion,12.5
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,13
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,1
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,10
The Foschini Group,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,%,31
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board diversity,Black board members,%,31
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board tenure,1 - 4 years,Number,4
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board tenure,5 - 9 years,Number,2
The Foschini Group,Consumer Cyclical,South Africa,Africa,Board tenure,>9 years,Number,7
The Foschini Group,Consumer Cyclical,South Africa,Africa,Tax transparency,Tax paid,Rmillion,1037.5
The Spar Group,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,9
The Spar Group,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,3
The Spar Group,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,Number,6
The Spar Group,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,%,60
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,%,40
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Average age,Years,57
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 40 - 49 years,%,20
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 50 - 59 years,%,40
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 60 - 71 years,%,40
The Spar Group,Consumer Defensive,South Africa,Africa,Board tenure,0 - 5 years,%,80
The Spar Group,Consumer Defensive,South Africa,Africa,Board tenure,6 - 9 years,%,10
The Spar Group,Consumer Defensive,South Africa,Africa,Board tenure,10 - 19 years,%,10
The Spar Group,Consumer Defensive,South Africa,Africa,Board tenure,Average tenure,Years,3
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,%,50
The Spar Group,Consumer Defensive,South Africa,Africa,Board diversity,White board members,%,50
The Spar Group,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,5
The Spar Group,Consumer Defensive,South Africa,Africa,Ethics,Whistleblowing reports,Number,24
The Spar Group,Consumer Defensive,South Africa,Africa,Tax transparency,Tax paid,Rmillion,537
Trellidor Group,Industrials,South Africa,Africa,Board composition,Number of board members,Number,5
Trellidor Group,Industrials,South Africa,Africa,Board composition,Executive directors,Number,3
Trellidor Group,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2
Trellidor Group,Industrials,South Africa,Africa,Board tenure,0 - 3 years,%,20
Trellidor Group,Industrials,South Africa,Africa,Board tenure,3 - 10 years,%,40
Trellidor Group,Industrials,South Africa,Africa,Board tenure,>10 years,%,40
Trellidor Group,Industrials,South Africa,Africa,Tax transparency,Tax paid,Rmillion,2.5
Thungela Resources,Energy,South Africa,Africa,Tax transparency,Tax paid,Rbillion,5.6
Tiger Brands,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,12
Tiger Brands,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,2
Tiger Brands,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,9
Tiger Brands,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,Number,1
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,%,46
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,%,54
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,Number,9
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,White board members,Number,4
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 40 - 49 years,Number,2
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 50 - 59 years,Number,4
Tiger Brands,Consumer Defensive,South Africa,Africa,Board diversity,Board members between 60 - 69 years,Number,6
Tiger Brands,Consumer Defensive,South Africa,Africa,Board tenure,0 - 3 years,Number,6
Tiger Brands,Consumer Defensive,South Africa,Africa,Board tenure,3 - 6 years,Number,4
Tiger Brands,Consumer Defensive,South Africa,Africa,Board tenure,6 - 8 years,Number,3
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,10
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,Number,7
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,3
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,7
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board diversity,HDSA board members,Number,4
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board diversity,HDSA board members,%,40
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,Number,2
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board tenure,Average tenure of executive director service,Years,2.0
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board tenure,Average tenure of non-executive director service,Years,1.5
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board tenure,Average tenure,Years,1.5
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board diversity,Average age,Years,54.0
Tongaat Hulett,Consumer Defensive,South Africa,Africa,Board meeting,Board meeting attendance,%,99
Tongaat Hulett,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Tradehold Limited,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,9
Tradehold Limited,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,3
Tradehold Limited,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,3
Tradehold Limited,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Transaction Capital,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,5
Transpaco,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Transpaco,Consumer Cyclical,South Africa,Africa,Tax transparency,Tax paid,Rmillion,66
Transpaco,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,8
Transpaco,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,3
Transpaco,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,1
Transpaco,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Trematon,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,8
Trematon,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,3
Trematon,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,5
Trematon,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Trencor,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,4
Trencor,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,1
Trencor,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,3
Trencor,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Truworths,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,5
Truworths,Consumer Cyclical,South Africa,Africa,Tax transparency,Tax paid,Rmillion,2246
Tsogo Sun,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,9
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board diversity,Black board members,%,78
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board diversity,White board members,%,22
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,%,33
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,%,67
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board tenure,1 - 3 years,%,22
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board tenure,4 - 6 years,%,22
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board tenure,7 - 9 years,%,11
Tsogo Sun,Consumer Cyclical,South Africa,Africa,Board tenure,10+ years,%,45
Universal Partners,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,8
Universal Partners,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Universal Partners,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,4
Vukile,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,8
Vukile,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Vukile,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,6
Vukile,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2
Vukile,Real Estate,South Africa,Africa,Board diversity,Board members between 30 and 50 years,%,56
Vukile,Real Estate,South Africa,Africa,Board diversity,Board members over 50 years,%,44
Vukile,Real Estate,South Africa,Africa,Board diversity,Female board members,%,11
Vukile,Real Estate,South Africa,Africa,Board diversity,Male board members,%,89
Vukile,Real Estate,South Africa,Africa,Board tenure,Average tenure,Years,5.25
Vukile,Real Estate,South Africa,Africa,Board meeting,Board meeting attendance,%,89
Vunani Limited,Financial Services,South Africa,Africa,Tax transparency,Tax paid,Rmillion,43.5
Vunani Limited,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,10
Vunani Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,4
Vunani Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Vunani Limited,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2
Vunani Limited,Financial Services,South Africa,Africa,Board diversity,Black board members,%,70
Vunani Limited,Financial Services,South Africa,Africa,Board diversity,White board members,%,30
WBHO,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
WBHO,Industrials,South Africa,Africa,Board composition,Number of board members,Number,8
WBHO,Industrials,South Africa,Africa,Board composition,Executive directors,Number,3
WBHO,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,5
WBHO,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
WBHO,Industrials,South Africa,Africa,Tax transparency,Tax paid,Rmillion,2279
WBHO,Industrials,South Africa,Africa,Board diversity,Black board members,%,37
WBHO,Industrials,South Africa,Africa,Board diversity,White board members,%,50
WBHO,Industrials,South Africa,Africa,Board diversity,Foreign board members,%,13
WBHO,Industrials,South Africa,Africa,Board diversity,Male board members,%,75
WBHO,Industrials,South Africa,Africa,Board diversity,Female board members,%,25
WBHO,Industrials,South Africa,Africa,Board meeting,Board meeting attendance,%,100
Wesizwe,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,7
Wesizwe,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2
Wesizwe,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,2
Wesizwe,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Wesizwe,Basic Materials,South Africa,Africa,Board diversity,Female board members,Number,2
Wesizwe,Basic Materials,South Africa,Africa,Board diversity,Male board members,Number,5
Wesizwe,Basic Materials,South Africa,Africa,Board diversity,Foreign board members,Number,4
Wesizwe,Basic Materials,South Africa,Africa,Board diversity,South African board members,Number,3
Wesizwe,Basic Materials,South Africa,Africa,Board tenure,0 - 4 years,Number,2
Wesizwe,Basic Materials,South Africa,Africa,Board tenure,5 - 8 years,Number,0
Wesizwe,Basic Materials,South Africa,Africa,Board tenure,9 - 11 years,Number,3
Workforce Holdings Limited,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Workforce Holdings Limited,Industrials,South Africa,Africa,Board composition,Number of board members,Number,6
Workforce Holdings Limited,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Workforce Holdings Limited,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2
Workforce Holdings Limited,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,1
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,Board members between 35 - 50 years,Number,2
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,Board members over 50 years,Number,4
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,Female board members,%,33
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,Male board members,%,67
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,White board members,%,50
Workforce Holdings Limited,Industrials,South Africa,Africa,Board diversity,Black board members,%,50
York Timbers,Basic Materials,South Africa,Africa,Board composition,Number of board composition,Number,10
York Timbers,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,%,50
York Timbers,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,%,30
York Timbers,Basic Materials,South Africa,Africa,Board composition,Executive directors,%,20
York Timbers,Basic Materials,South Africa,Africa,Board diversity,Black board members,%,50
York Timbers,Basic Materials,South Africa,Africa,Board diversity,Black female board members,%,30
York Timbers,Basic Materials,South Africa,Africa,Board diversity,Female board members,%,30
York Timbers,Basic Materials,South Africa,Africa,Board diversity,Board members between 35 - 50 years,%,80
York Timbers,Basic Materials,South Africa,Africa,Board diversity,Board members between 51 - 65 years,%,20
Zeder,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,6
Zeder,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,1
Zeder,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2
Zeder,Financial Services,South Africa,Africa,Board composition,Indepent non-executive directors,Number,3
Aavas Financiers,Financial Services,India,Asia,Board composition,Number of board members,Number,9
Aavas Financiers,Financial Services,India,Asia,Board composition,Executive directors,Number,1
Aavas Financiers,Financial Services,India,Asia,Board composition,Non-executive directors,Number,5
Aavas Financiers,Financial Services,India,Asia,Board composition,Independent non-executive directors directors,Number,3
Aavas Financiers,Financial Services,India,Asia,Board diversity,Female board members,%,22.22
Aban,Energy,India,Asia,Board composition,Number of board members,Number,8
Aban,Energy,India,Asia,Board composition,Executive directors,Number,2
Aban,Energy,India,Asia,Board composition,Non-executive directors,Number,6
Aban,Energy,India,Asia,Board composition,Independent non-executive directors,Number,4
Aban,Energy,India,Asia,Executive remuneration,Executive remuneration,Rs million,1.47
ACC Limited,Basic Materials,India,Asia,Board composition,Number of board members,Number,8
ACC Limited,Basic Materials,India,Asia,Board composition,Executive directors,Number,2
ACC Limited,Basic Materials,India,Asia,Board composition,Non-executive directors,Number,6
ACC Limited,Basic Materials,India,Asia,Board composition,Independent non-executive directors,Number,4
ACC Limited,Basic Materials,India,Asia,Board composition,Non-independent non-executive directors,Number,3
ACC Limited,Basic Materials,India,Asia,Board diversity,Female board members,Number,1
ACC Limited,Basic Materials,India,Asia,Board diversity,Male board members,Number,7
ACE,Industrials,India,Asia,Board composition,Number of board members,Number,8
Adani Green Energy,Utilities,India,Asia,Board composition,Number of board members,Number,9
Adani Green Energy,Utilities,India,Asia,Board diversity,Female board members,Number,2
Adani Green Energy,Utilities,India,Asia,Board diversity,Female board members,%,22
Adani Green Energy,Utilities,India,Asia,Board diversity,Male board members,Number,7
Adani Green Energy,Utilities,India,Asia,Board diversity,Male board members,%,78
Adani Power,Utilities,India,Asia,Board composition,Number of board members,Number,6
Adani Power,Utilities,India,Asia,Board composition,Female board members,Number,1
Adani Power,Utilities,India,Asia,Board composition,Male board members,Number,5
Adani Power,Utilities,India,Asia,Board composition,Female board members,%,16.7
Adani Power,Utilities,India,Asia,Board composition,Male board members,%,83.3
Adani Total Gas,Utilities,India,Asia,Board composition,Number of board members,Number,10
Adani Total Gas,Utilities,India,Asia,Board diversity,Female board members,Number,3
Adani Total Gas,Utilities,India,Asia,Board diversity,Male board members,Number,7
Adani Total Gas,Utilities,India,Asia,Board diversity,Female board members,%,30
Adani Total Gas,Utilities,India,Asia,Board diversity,Male board members,%,70
Adani Transmission,Utilities,India,Asia,Board composition,Number of board members,Number,7
Adani Transmission,Utilities,India,Asia,Board diversity,Female board members,Number,2
Adani Transmission,Utilities,India,Asia,Board diversity,Male board members,Number,5
Adani Transmission,Utilities,India,Asia,Board diversity,Female board members,%,29
Adani Transmission,Utilities,India,Asia,Board diversity,Male board members,%,71
Adani Wilmar,Consumer Defensive,India,Asia,Board composition,Number of board members,Number,8
Adani Wilmar,Consumer Defensive,India,Asia,Board diversity,Female board members,Number,1
Adani Wilmar,Consumer Defensive,India,Asia,Board diversity,Male board members,Number,7
Adani Wilmar,Consumer Defensive,India,Asia,Board diversity,Female board members,%,12.50
Adani Wilmar,Consumer Defensive,India,Asia,Board diversity,Male board members,%,87.50
Agro Tech Foods,Consumer Defensive,India,Asia,Board composition,Number of board members,Number,9
Agro Tech Foods,Consumer Defensive,India,Asia,Board diversity,Female board members,Number,1
Agro Tech Foods,Consumer Defensive,India,Asia,Board diversity,Male board members,Number,8
Agro Tech Foods,Consumer Defensive,India,Asia,Board diversity,Female board members,%,11.11
Agro Tech Foods,Consumer Defensive,India,Asia,Board diversity,Male board members,Number,88.89
Ajanta Pharma,Healthcare,India,Asia,Board composition,Number of board members,Number,8
Ajanta Pharma,Healthcare,India,Asia,Board diversity,Female board members,Number,1
Ajanta Pharma,Healthcare,India,Asia,Board diversity,Male board members,Number,7
Ajanta Pharma,Healthcare,India,Asia,Board diversity,Female board members,%,12
Ajanta Pharma,Healthcare,India,Asia,Board diversity,Male board members,Number,88
Alembic Pharma,Healthcare,India,Asia,Board composition,Number of board members,Number,9
Alembic Pharma,Healthcare,India,Asia,Board diversity,Female board members,Number,1
Alembic Pharma,Healthcare,India,Asia,Board diversity,Male board members,Number,8
Alembic Pharma,Healthcare,India,Asia,Board diversity,Female board members,%,11.11
Alembic Pharma,Healthcare,India,Asia,Board diversity,Male board members,Number,88.89
a.k.a. Brands,Consumer Cyclical,United States,North America,Board composition,Number of board members,Number,8
AAR Corporation,Industrials,United States,North America,Board composition,Number of board members,Number,11,10
AAR Corporation,Industrials,United States,North America,Board composition,Executive directors,Number,1,2
AAR Corporation,Industrials,United States,North America,Board composition,Independent non-executive directors,Number,10,8
AAR Corporation,Industrials,United States,North America,Board diversity,Average age of board members,Years,66,66
AAR Corporation,Industrials,United States,North America,Board tenure,Average tenure of board members,Years,8.1,11
AAR Corporation,Industrials,United States,North America,Board diversity,Female board members,Number,4,2
AAR Corporation,Industrials,United States,North America,Board diversity,Racially/Ethnically diverse board members,Number,4,1
A.O. Smith,Industrials,United States,North America,Board tenure,Board executive tenure,Years,16,16,18.0,19.0
A.O. Smith,Industrials,United States,North America,Board composition,Number of board members,Number,10,10 
A.O. Smith,Industrials,United States,North America,Board diversity,Board members less than 55 years,Number,-,3
A.O. Smith,Industrials,United States,North America,Board diversity,Board members between 55 - 60 years,Number,-,1
A.O. Smith,Industrials,United States,North America,Board diversity,Board members between 61 - 66 years,Number,-,2
A.O. Smith,Industrials,United States,North America,Board diversity,Board members between 67 - 72 years,Number,-,4
A.O. Smith,Industrials,United States,North America,Board composition,Independent non-executive directors,Number,8,8
A.O. Smith,Industrials,United States,North America,Board composition,Non-independent non-executive directors,Number,2,2
A.O. Smith,Industrials,United States,North America,Board diversity,Non-Diverse,Number,6,5
A.O. Smith,Industrials,United States,North America,Board diversity,Diverse,Number,4,5
A.O. Smith,Industrials,United States,North America,Board diversity,Female board members,Number,3,3
A.O. Smith,Industrials,United States,North America,Board diversity,Ethnically/Racially diverse board members,Number,-,3
